,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,CLOSEST_CIRCLE_DIST,CLOSEST_CIRCLE_INDEX
88437,-122.25534711501842,47.50620903913921,88438,103566,103566,3285063,Matched,Block,,S BANGOR ST BETWEEN 62ND E AVE S AND 63RD AVE S,,,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2009-05-14T00:00:00.000Z,5/14/2009 1:31:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,9134013.0,,23,From same direction - all others,0,0,N,620.683390670167,305
197172,-122.34692066155093,47.624559769935104,199173,300344,301544,E824471,Matched,Block,,MERCER ST BETWEEN 5TH AVE N AND TAYLOR AVE N, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2018-07-22T00:00:00.000Z,7/22/2018 12:09:00 AM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N,310.8279121518721,422
26855,-122.32830340399288,47.58617279216362,26856,41089,41089,1786984,Matched,Block,,S HOLGATE ST BETWEEN 4TH AVE S AND 5TH AVE S,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2005-04-15T00:00:00.000Z,4/15/2005 9:38:00 AM,Mid-Block (but intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,5105006.0,,10,Entering at angle,0,0,N,943.654168399719,875
123519,-122.32011559554822,47.61408040185108,122520,137515,137515,3287525,Matched,Block,,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2012-08-26T00:00:00.000Z,8/26/2012 10:30:00 PM,Mid-Block (but intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Unknown,Dry,Dark - Street Lights On,,12239023.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N,431.07627592881533,489
33090,-122.3355644953882,47.5506598604069,33091,47137,47137,1076758,Matched,Block,,EAST MARGINAL WAY S BETWEEN S MEAD ST AND S FIDALGO ST,,,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2005-10-24T00:00:00.000Z,10/24/2005 8:10:00 AM,Driveway Junction,11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,5297013.0,,21,One car entering driveway access,0,0,N,946.7752985967411,202
68734,-122.28783612750244,47.56281827145792,68735,81931,81931,3279773,Matched,Intersection,32721.0,RAINIER AVE S AND S OREGON ST,,,2,Injury Collision,Angles,2,0,0,2,1,0,0,2008-12-01T00:00:00.000Z,12/1/2008,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,8336006.0,,10,Entering at angle,0,0,N,218.34568999420145,683
129915,-122.37063234424583,47.57123982105536,129916,146216,146236,3465478,Matched,Block,,SW AVALON WAY BETWEEN SW SPOKANE SR ST AND SPOKANE TURN RD, ,,1,Property Damage Only Collision,Rear Ended,5,0,0,2,0,0,0,2013-05-11T00:00:00.000Z,5/11/2013 10:05:00 AM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,528.4825224793605,252
173729,-122.34741913375913,47.66109339418945,173730,222656,222936,3501779,Matched,Block,,N PHINNEY WAY BETWEEN N 45TH ST AND AURORA AVE N, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-05-13T00:00:00.000Z,5/13/2016 8:59:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,98.37268870208986,463
170655,-122.31748950769962,47.68311118235732,172656,219658,219938,E536506,Matched,Intersection,24431.0,ROOSEVELT WAY NE AND NE 75TH ST, ,,2,Injury Collision,Angles,0,0,0,2,1,0,0,2016-04-12T00:00:00.000Z,4/12/2016 10:57:00 AM,At Intersection (but not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,10,Entering at angle,0,0,N,371.8774403555715,940
114207,-122.28815887729513,47.58018411496127,114208,127854,127854,3387888,Matched,Block,,LAKE PARK DR S BETWEEN SHORELAND DR S AND S MCCLELLAN ST,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2011-03-18T00:00:00.000Z,3/18/2011 12:14:00 AM,Mid-Block (not related to intersection),28.0,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,N,Overcast,Wet,Dark - Street Lights On,,11077003.0,,50,Fixed object,0,0,N,459.11985755740693,888
147747,-122.37090823813105,47.545687971050135,146748,170973,170993,3644891,Matched,Block,,SW BATAAN ST BETWEEN 30TH AVE SW AND 31ST AVE SW, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2014-06-27T00:00:00.000Z,6/27/2014 10:20:00 PM,Mid-Block (not related to intersection),16.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,32,One parked--one moving,0,0,N,448.00548849041866,505
157677,-122.31145033739557,47.61702818888645,157678,193433,193513,3707251,Matched,Block,,16TH AVE BETWEEN E OLIVE ST AND E HOWELL ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-05-17T00:00:00.000Z,5/17/2015 6:30:00 PM,Mid-Block (but intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,64.77622255463915,689
150366,-122.3362384330736,47.60469504653443,151367,178841,178881,E367092,Matched,Intersection,29621.0,1ST AVE AND MADISON ST, ,,1,Property Damage Only Collision,Angles,0,0,0,2,0,0,0,2014-10-22T00:00:00.000Z,10/22/2014 2:11:00 PM,At Intersection (intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,,,10,Entering at angle,0,0,N,1083.501431584488,762
47558,-122.3178342374609,47.656301849276886,47559,61778,61778,2617904,Matched,Intersection,27130.0,ROOSEVELT WAY NE AND NE 40TH ALLEY ST,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2006-07-23T00:00:00.000Z,7/23/2006 2:13:00 PM,At Intersection (intersection related),28.0,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Clear or Partly Cloudy,Dry,Daylight,,6204005.0,,50,Fixed object,0,0,N,285.83436236490786,899
125311,-122.33321300673904,47.602015334685184,125312,141223,141223,C763185,Unmatched,Block,,JAMES ST BETWEEN YESLER WAY AND 2ND AVE,,,0,Unknown,,0,0,0,0,0,0,0,2012-03-30T00:00:00.000Z,3/30/2012,Mid-Block (not related to intersection),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,,,,,,12090046.0,,,,0,0,N,1142.2864486049527,762
99038,-122.28084854281641,47.54598761579852,99039,113357,113357,3384127,Matched,Intersection,33648.0,42ND AVE S AND S GRAHAM ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2010-04-24T00:00:00.000Z,4/24/2010 4:50:00 AM,At Intersection (intersection related),16.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Raining,Wet,Dark - Street Lights On,,10114017.0,Y,11,From same direction - both going straight - both moving - sideswipe,0,0,N,201.8163394340752,625
4592,-122.3351687568724,47.64687291252812,1593,103800,103800,3289763,Matched,Intersection,26916.0,BURKE AVE N AND N NORTHLAKE WAY, ,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2009-03-05T00:00:00.000Z,3/5/2009,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,Y,9064020.0,,45,Vehicle - Pedalcyclist,0,522489,N,257.60540795142236,590
7339,-122.3039980657902,47.66180454547865,7340,21599,21599,1778664,Matched,Block,,NE 46TH ST BETWEEN 22ND AVE NE AND DEAD END 1,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2004-04-16T00:00:00.000Z,4/16/2004 7:00:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Unknown,Unknown,Unknown,,4107012.0,,32,One parked--one moving,0,0,N,563.101979113155,616
150910,-122.33428214430144,47.6237125130172,151911,183042,183122,3574674,Matched,Block,,FAIRVIEW AVE N BETWEEN REPUBLICAN ST AND MERCER S SR ST, ,,1,Property Damage Only Collision,Sideswipe,5,0,0,2,0,0,0,2015-01-09T00:00:00.000Z,1/9/2015 12:22:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,71,Same direction -- both turning right -- both moving -- sideswipe,0,0,N,701.490797917246,717
82126,-122.36077430236624,47.675106489199756,83127,98219,98219,3283905,Matched,Block,,3RD AVE NW BETWEEN NW 62ND ST AND NW 65TH ST,,,1,Property Damage Only Collision,Angles,3,0,0,3,0,0,0,2009-05-08T00:00:00.000Z,5/8/2009,Driveway Junction,11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Wet,Daylight,,9128018.0,,10,Entering at angle,0,0,N,132.25905852443634,39
165720,-122.3561896436908,47.71416154529198,165721,209101,209321,3707646,Matched,Block,,N 117TH ST BETWEEN PALATINE AVE N AND GREENWOOD AVE N, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2015-12-05T00:00:00.000Z,12/5/2015 1:00:00 PM,Mid-Block (not related to intersection),28.0,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,N,Raining,Wet,Daylight,,,,32,One parked--one moving,0,0,N,151.061136917393,347
55275,-122.36563606462572,47.66865278695065,55276,69582,69582,C693657,Matched,Block,,NW MARKET ST BETWEEN 7TH AVE NW AND 8TH AVE NW,,,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2007-10-15T00:00:00.000Z,10/15/2007 5:10:00 PM,Mid-Block (but intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Overcast,Wet,Dusk,,7288057.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,95.45400482446395,192
134542,-122.28705167454555,47.60193029734644,134543,153516,153536,3590033,Matched,Block,,LAKE WASHINGTON BLVD BETWEEN E YESLER WAY AND E HURON ST, ,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2013-09-06T00:00:00.000Z,9/6/2013 2:44:00 PM,Mid-Block (not related to intersection),26.0,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,N,Clear or Partly Cloudy,Dry,Daylight,,,,50,Fixed object,0,0,N,490.14670686279214,798
154005,-122.36501827233272,47.67955326882188,154006,186140,186220,3701163,Matched,Block,,NW 70TH ST BETWEEN 7TH AVE NW AND CLEOPATRA PL NW, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2015-02-19T00:00:00.000Z,2/19/2015 8:00:00 AM,Mid-Block (not related to intersection),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Unknown,Unknown,,,,32,One parked--one moving,0,0,N,189.20869229983558,668
28513,-122.2873938805522,47.59792148078298,28514,42428,42428,1198531,Matched,Block,,S KING ST BETWEEN 35TH AVE S AND LAKESIDE UPPER AVE S,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2005-01-27T00:00:00.000Z,1/27/2005 12:00:00 PM,Mid-Block (not related to intersection),12.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE AT ANGLE",,0,Unknown,Unknown,Unknown,,5027004.0,,32,One parked--one moving,0,0,N,657.3142784469244,161
30521,-122.33824624285731,47.610245138835715,31522,45809,45809,1060209,Matched,Block,,3RD AVE BETWEEN PIKE ST AND PINE ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2005-06-03T00:00:00.000Z,6/3/2005,Mid-Block (not related to intersection),16.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear or Partly Cloudy,Dry,Daylight,,5154023.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N,905.9555414382061,185
30988,-122.3142240753684,47.664002692326775,31989,46219,46219,2025463,Matched,Block,,BROOKLYN AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,,,1,Property Damage Only Collision,Other,3,0,0,2,0,0,0,2005-06-06T00:00:00.000Z,6/6/2005,Driveway Junction,11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,5157008.0,,22,One car leaving driveway access,0,0,N,281.6630200183314,268
79890,-122.2941511665602,47.55081850156488,78891,93795,93795,3282167,Matched,Intersection,33273.0,30TH AVE S AND S ORCAS ST,,,2,Injury Collision,Left Turn,3,0,0,2,1,0,0,2009-10-26T00:00:00.000Z,10/26/2009 8:05:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Raining,Wet,Dark - Street Lights On,,9299003.0,,15,From same direction - one left turn - one straight,0,0,N,352.4229589107961,261
188749,-122.33428796866355,47.62469377702693,188750,250840,251440,E701411,Unmatched,Intersection,28760.0,FAIRVIEW AVE N AND MERCER ST,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,,2,0,0,0,0,0,0,2017-08-14T00:00:00.000Z,8/14/2017,At Intersection (intersection related),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,,,,,,,, ,,0,0,N,739.229134049211,717
194223,-122.38545807825716,47.56107185198776,194224,263851,264631,3742202,Matched,Intersection,31917.0,42ND AVE SW AND SW ALASKA ST, ,,2,Injury Collision,Left Turn,2,0,0,2,1,0,0,2018-01-02T00:00:00.000Z,1/2/2018 7:37:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,Y,Overcast,Dry,Dark - Street Lights On,,,,28,From opposite direction - one left turn - one straight,0,0,N,401.5240290419005,249
112728,-122.27912259553351,47.515251252947934,110729,127073,127073,3344388,Matched,Block,,M L KING JR WR WAY S BETWEEN MERTON WAY S AND S NORFOLK ST,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2011-05-21T00:00:00.000Z,5/21/2011 2:38:00 AM,Mid-Block (not related to intersection),26.0,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,N,Overcast,Dry,Dark - Street Lights On,,11141013.0,,50,Fixed object,0,0,N,1298.4616683166466,60
44662,-122.3102597758502,47.59421530249815,44663,59207,59207,1784493,Matched,Block,,RAINIER AVE S BETWEEN S CHARLES N ST AND S CHARLES S ST,,,2,Injury Collision,Rear Ended,4,0,0,2,1,0,0,2006-05-11T00:00:00.000Z,5/11/2006 8:59:00 AM,Mid-Block (but intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Overcast,Dry,Daylight,,6131004.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,88.99437745556503,13
154227,-122.25891986197622,47.52002049014493,154228,188086,188166,3730093,Matched,Block,,RAINIER AVE S BETWEEN ITHACA PL S AND S CARVER ST, ,,2b,Serious Injury Collision,Sideswipe,4,0,0,3,4,1,0,2015-03-19T00:00:00.000Z,3/19/2015 9:20:00 AM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,Y,Overcast,Dry,Daylight,,,Y,26,From opposite direction - both going straight - sideswipe,0,0,N,234.57752295720394,903
12642,-122.33026479318455,47.60171615634633,12643,26122,26122,1069340,Matched,Intersection,30487.0,3RD AVE AND YESLER WAY,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2004-11-22T00:00:00.000Z,11/22/2004 10:19:00 AM,At Intersection (intersection related),16.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear or Partly Cloudy,Dry,Daylight,,4327036.0,,81,Same direction -- both turning left -- both moving -- sideswipe,0,0,N,1064.6730428081864,762
106456,-122.3239456569212,47.64562176944148,106457,121941,121941,3567732,Matched,Block,,E HAMLIN ST BETWEEN FRANKLIN AVE E AND BOYLSTON AVE E,,,2,Injury Collision,Head On,4,0,0,3,1,0,0,2011-12-20T00:00:00.000Z,12/20/2011 6:15:00 AM,Mid-Block (but intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Dark - Street Lights On,,11354027.0,Y,30,From opposite direction - all others,0,0,N,43.43818362840835,751
89045,-122.34721547148906,47.68802520934507,89046,104995,104995,3198854,Matched,Block,,LINDEN AVE N BETWEEN N 81ST ST AND N 82ND ST,,,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2009-06-20T00:00:00.000Z,6/20/2009 12:31:00 AM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,1,Raining,Wet,Dark - Street Lights On,,9171011.0,,32,One parked--one moving,0,0,N,206.12198716201942,306
126632,-122.28498130977427,47.60233101679013,127633,145280,145280,3593487,Unmatched,Block,,LAKESIDE AVE BETWEEN E YESLER WAY AND LAKE WASHINGTON BLVD, ,,2,Injury Collision,,2,0,0,0,1,0,0,2013-05-01T00:00:00.000Z,5/1/2013,Driveway Junction,51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,,,,,,,, ,,35102,0,N,587.8177280670949,104
150982,-122.32660362564428,47.62511882395246,151983,181911,181971,3701486,Matched,Intersection,29115.0,BELLEVUE AVE E AND E ROY ST, ,,2,Injury Collision,Angles,2,0,0,2,2,0,0,2014-10-30T00:00:00.000Z,10/30/2014 4:58:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Raining,Wet,Daylight,,,,10,Entering at angle,0,0,N,292.8131727042763,256
115258,-122.34513248499857,47.616139557085035,115259,131101,131101,3329012,Matched,Block,,BATTERY ST TUNNEL SB BETWEEN AURORA AVE N AND ALASKAN WY VI SB,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2012-11-01T00:00:00.000Z,11/1/2012 11:11:00 AM,Mid-Block (not related to intersection),26.0,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,N,Raining,Wet,Daylight,,12306036.0,,50,Fixed object,0,0,N,1190.4334744838513,422
180652,-122.31267877245237,47.71941404259526,180653,236817,237257,E580568,Unmatched,Intersection,36427.0,15TH AVE NE AND NE 125TH ST,NEI,"Not Enough Information, or Insufficient Location Information",0,Unknown,,0,0,0,0,0,0,0,2016-09-02T00:00:00.000Z,9/2/2016,At Intersection (intersection related),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,,,,,,,, ,,0,0,N,223.0635220270375,552
146252,-122.32997396450862,47.58507538250818,147253,169981,170001,3581326,Matched,Block,,3RD AVE S BETWEEN S HOLGATE ST AND S WALKER ST, ,,2,Injury Collision,Sideswipe,2,0,0,2,1,0,0,2014-06-05T00:00:00.000Z,6/5/2014 4:41:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,12,From same direction - both going straight - one stopped - sideswipe,0,0,N,1053.5822850429695,875
187278,-122.3902215685216,47.52078703197172,186279,244237,244797,3744381,Matched,Intersection,34815.0,45TH AVE SW AND SW WILDWOOD PL, ,,2b,Serious Injury Collision,Rear Ended,4,0,0,2,3,1,0,2017-07-20T00:00:00.000Z,7/20/2017 12:00:00 PM,At Intersection (but not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,227.62943528981154,132
181416,-122.27073414046455,47.565291699536,181417,233564,233964,E624763,Matched,Intersection,32580.0,50TH AVE S AND S ADAMS ST, ,,2,Injury Collision,Angles,2,0,0,2,2,0,0,2016-12-23T00:00:00.000Z,12/23/2016 1:47:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,10,Entering at angle,0,0,N,278.2296528146529,390
182129,-122.33372838303951,47.602786644431106,182130,237667,238107,3740403,Matched,Block,,CHERRY ST BETWEEN 1ST AVE AND 2ND AVE, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2017-03-28T00:00:00.000Z,3/28/2017 1:42:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,20,One car leaving parked position,0,0,N,1096.0303367064887,762
37476,-122.3183926570628,47.66356453988443,37477,51912,51912,C671768,Matched,Block,,9TH AVE NE BETWEEN NE 47TH ST AND NE 48TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2006-07-25T00:00:00.000Z,7/25/2006 1:00:00 PM,Mid-Block (not related to intersection),13.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Unknown,Dry,Daylight,,6206037.0,,32,One parked--one moving,0,0,N,48.922161642111874,785
184008,-122.28173663968384,47.53796438813961,184009,239867,240307,E621302,Unmatched,Block,,M L KING JR WR WAY S BETWEEN S MYRTLE ST AND S OTHELLO ST,NEI,"Not Enough Information, or Insufficient Location Information",0,Unknown,,2,0,0,0,0,0,0,2016-11-28T00:00:00.000Z,11/28/2016,Mid-Block (not related to intersection),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,,,,,,,, ,,0,0,N,295.33526228258097,344
63122,-122.32413790354119,47.533388532891635,63123,77210,77210,2404799,Matched,Block,,S PORTLAND ST BETWEEN 7TH AVE S AND 8TH AVE S,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2007-02-21T00:00:00.000Z,2/21/2007 7:55:00 AM,Mid-Block (not related to intersection),28.0,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Clear or Partly Cloudy,Sand/Mud/Dirt,Dawn,,7052005.0,,50,Fixed object,0,0,N,568.6618065716693,864
8395,-122.32635549563328,47.60045285112246,8396,22702,22702,1785179,Matched,Block,,6TH AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,,,2,Injury Collision,Rear Ended,5,0,0,2,3,0,0,2004-11-02T00:00:00.000Z,11/2/2004,Mid-Block (but intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Dark - Street Lights On,,4307003.0,Y,14,From same direction - both going straight - one stopped - rear-end,0,0,N,1043.5835636058466,627
38052,-122.31736318710216,47.6754029828589,40053,54276,54276,C675879,Matched,Block,,ROOSEVELT WAY NE BETWEEN NE 64TH ST AND NE 65TH ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2006-10-04T00:00:00.000Z,10/4/2006,Mid-Block (but intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear or Partly Cloudy,Dry,Daylight,,6277047.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,110.79502227065208,1023
105248,-122.34534520649021,47.65272243758894,105249,120090,120090,3476946,Matched,Block,,N 38TH ST BETWEEN BRIDGE WAY N AND ALBION PL N,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2011-11-01T00:00:00.000Z,11/1/2011 5:30:00 PM,,0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Unknown,Unknown,,11305026.0,,32,One parked--one moving,0,0,N,243.84615063892358,1014
2052,-122.28184317487465,47.66584936513465,3053,17166,17166,1778888,Matched,Block,,SAND POINT WAY NE BETWEEN NE 50TH ST AND NE 52ND ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2004-03-27T00:00:00.000Z,3/27/2004 8:02:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Dark - Street Lights On,,4087014.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,147.17696118296757,586
